,id,ms_subclass,ms_zoning,lot_area,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_type_2,heating,central_air,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,saleprice,total_bldg_sqft,bldg_age,total_baths,total_porch
84,1592,120,RM,4500.0,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,197.0,TA,TA,PConc,TA,No,GLQ,Unf,GasA,1,2,1,TA,4,Typ,0,RFn,2,392.0,TA,TA,Y,0.0,160500.0,2378.0,11,3,122.0
85,2409,120,RL,6373.0,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,Hip,CompShg,MetalSd,MetalSd,BrkFace,572.0,Ex,TA,PConc,Gd,No,GLQ,Unf,GasA,1,2,1,Gd,6,Typ,1,RFn,2,575.0,TA,TA,Y,228.0,310090.0,3332.0,0,3,75.0
87,1940,20,RL,13300.0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,No,Rec,Unf,GasA,1,2,1,TA,4,Typ,0,Unf,1,252.0,TA,TA,Y,261.0,132000.0,1856.0,51,1,156.0
88,588,20,RL,9600.0,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,5,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,128.0,TA,TA,CBlock,TA,Mn,ALQ,Rec,GasA,1,3,1,TA,6,Typ,1,RFn,2,502.0,TA,TA,Y,312.0,163000.0,2624.0,40,2,11.0
89,96,160,FV,3215.0,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,120.0,Gd,TA,PConc,TA,Av,GLQ,Unf,GasA,1,2,1,Gd,4,Typ,0,RFn,2,480.0,TA,TA,Y,0.0,155000.0,1800.0,6,2,172.0
90,1187,80,RL,11104.0,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,Av,GLQ,Unf,GasA,1,4,1,TA,7,Typ,0,RFn,2,516.0,TA,TA,Y,0.0,183000.0,2854.0,39,2,216.0
91,2154,60,RL,15295.0,IR3,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,254.0,Gd,TA,PConc,TA,Mn,GLQ,Unf,GasA,1,3,1,Gd,7,Min2,2,RFn,2,608.0,TA,TA,Y,225.0,211000.0,2852.0,11,3,32.0
92,550,60,RL,9109.0,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,TA,No,LwQ,GLQ,GasA,1,3,1,Gd,6,Typ,0,RFn,2,495.0,TA,TA,Y,140.0,184000.0,2294.0,15,3,32.0
94,124,80,RL,14112.0,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,7,Hip,CompShg,Wd Sdng,HdBoard,BrkFace,86.0,TA,TA,PConc,TA,Av,GLQ,Unf,GasA,1,3,1,TA,6,Typ,1,RFn,2,484.0,TA,TA,Y,227.0,180500.0,2304.0,46,2,0.0
95,1836,120,FV,3523.0,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,30.0,Gd,TA,PConc,TA,No,GLQ,Unf,GasA,1,2,1,Gd,5,Typ,0,Fin,2,484.0,TA,TA,Y,0.0,166000.0,2292.0,1,3,60.0
96,779,80,RL,15312.0,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,6,5,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,54.0,TA,TA,CBlock,TA,Av,BLQ,Unf,GasA,1,3,1,TA,6,Typ,1,RFn,2,480.0,TA,TA,Y,0.0,148000.0,2276.0,49,1,140.0
97,1886,20,RL,7450.0,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,No,Rec,LwQ,GasA,1,2,1,Gd,6,Min1,1,Unf,2,396.0,TA,TA,Y,0.0,124000.0,1968.0,51,1,72.0
98,1724,120,RL,7313.0,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,Hip,CompShg,MetalSd,MetalSd,BrkFace,246.0,Ex,TA,PConc,TA,No,GLQ,Unf,GasA,1,2,1,Ex,6,Typ,1,Fin,2,556.0,TA,TA,Y,203.0,277500.0,3122.0,2,3,47.0
102,1184,20,RL,16280.0,Reg,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,8,9,Gable,CompShg,VinylSd,VinylSd,None,0.0,Ex,Ex,CBlock,Ex,Mn,GLQ,Rec,GasA,1,3,1,Ex,6,Typ,1,RFn,2,550.0,TA,TA,Y,280.0,290000.0,3097.0,32,4,90.0
104,950,60,RL,12209.0,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,No,ALQ,Unf,GasA,1,3,1,Gd,7,Typ,1,Fin,2,560.0,TA,TA,Y,125.0,215000.0,2765.0,8,3,192.0
105,2524,190,RL,13110.0,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,RRAn,Feedr,2fmCon,1Story,5,6,Gable,CompShg,Plywood,Plywood,BrkFace,144.0,TA,TA,CBlock,TA,No,GLQ,Unf,GasA,1,2,1,TA,6,Typ,0,Fin,2,501.0,TA,TA,Y,140.0,146500.0,2346.0,34,3,153.0
106,2513,160,FV,2651.0,Reg,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,TA,No,GLQ,Unf,GasA,1,3,1,Gd,6,Typ,0,Unf,2,490.0,TA,TA,Y,153.0,165000.0,2055.0,6,3,50.0
107,2028,50,RM,8520.0,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,6,7,Gable,CompShg,Stucco,Stucco,None,0.0,TA,Gd,BrkTil,TA,No,Rec,LwQ,GasW,0,5,1,Gd,10,Typ,1,Unf,1,216.0,TA,TA,Y,88.0,136000.0,3240.0,91,2,15.0
108,2309,20,RL,39384.0,IR1,Low,AllPub,CulDSac,Sev,NAmes,Norm,Norm,1Fam,1Story,6,6,Gable,CompShg,Wd Sdng,Wd Sdng,Stone,902.0,TA,TA,CBlock,TA,Gd,ALQ,Unf,GasA,1,1,1,Ex,4,Min1,2,Unf,2,550.0,TA,TA,Y,0.0,252000.0,3095.0,49,2,189.0
109,51,160,RL,2628.0,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,7,5,Gable,CompShg,VinylSd,Wd Shng,Stone,106.0,Gd,TA,PConc,TA,No,Unf,Unf,GasA,1,2,1,Gd,6,Typ,0,RFn,2,474.0,TA,TA,Y,0.0,175500.0,2390.0,7,2,27.0
110,699,70,RM,6406.0,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,6,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,No,ALQ,Unf,GasA,1,3,1,TA,7,Typ,1,Unf,2,400.0,TA,TA,Y,0.0,150000.0,2248.0,70,1,218.0
111,1881,20,RL,12342.0,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,No,Unf,Unf,GasA,1,3,1,TA,6,Min1,1,RFn,1,286.0,TA,TA,Y,0.0,139900.0,2400.0,47,1,36.0
112,1345,50,RM,6240.0,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,7,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,No,Unf,Unf,GasA,1,3,1,TA,8,Typ,1,Unf,2,360.0,TA,TA,P,0.0,162900.0,2651.0,78,2,0.0
113,166,20,RL,10000.0,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,261.0,TA,TA,CBlock,TA,No,Unf,Unf,GasA,1,3,1,TA,5,Typ,0,Unf,2,440.0,TA,TA,Y,0.0,160000.0,2232.0,48,1,385.0
115,379,20,RL,11088.0,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,144.0,TA,TA,PConc,TA,No,ALQ,Unf,GasA,1,3,1,TA,7,Typ,1,Fin,2,479.0,TA,TA,Y,0.0,184000.0,2847.0,31,2,0.0
116,2818,20,RL,17755.0,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,4,Gable,CompShg,HdBoard,Plywood,BrkFace,132.0,TA,TA,CBlock,TA,No,BLQ,Unf,GasA,1,3,1,Fa,6,Typ,2,Fin,2,528.0,TA,TA,Y,0.0,149900.0,2932.0,47,1,240.0
117,1168,120,FV,4765.0,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,9,5,Hip,CompShg,MetalSd,MetalSd,BrkFace,260.0,Gd,TA,PConc,TA,Av,GLQ,Unf,GasA,1,2,1,Ex,5,Typ,1,Fin,2,495.0,TA,TA,Y,230.0,300000.0,3252.0,8,3,68.0
118,1396,190,RL,10532.0,Reg,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1Story,5,3,Flat,Tar&Grv,Plywood,Plywood,Stone,275.0,TA,TA,CBlock,TA,Mn,Rec,Unf,GasA,1,3,1,TA,7,Mod,2,Unf,2,626.0,TA,TA,Y,50.0,145000.0,2709.0,48,3,84.0
119,838,60,RL,15426.0,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,No,GLQ,Unf,GasA,1,3,1,Gd,7,Typ,0,RFn,2,470.0,TA,TA,Y,276.0,231500.0,2692.0,12,3,99.0
121,637,20,RL,8750.0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,No,Rec,BLQ,GasA,1,3,1,TA,6,Typ,0,RFn,1,304.0,TA,TA,Y,0.0,120000.0,2404.0,53,1,155.0
122,1826,20,RL,9945.0,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,57.0,TA,TA,CBlock,TA,No,Rec,Unf,GasA,1,3,1,TA,5,Typ,0,Unf,2,572.0,TA,TA,Y,0.0,128500.0,1976.0,46,2,0.0
123,173,30,RM,8960.0,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,6,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,No,Unf,Unf,GasA,1,2,1,TA,5,Typ,1,Unf,2,360.0,TA,TA,Y,0.0,115000.0,2036.0,83,1,130.0
124,715,50,RM,3500.0,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,CBlock,TA,No,LwQ,Unf,GasA,1,2,1,TA,5,Typ,0,Unf,1,240.0,TA,TA,Y,0.0,110000.0,2004.0,62,1,35.0
125,1183,60,RL,24572.0,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,1Fam,2Story,9,3,Mansard,CompShg,Wd Sdng,Wd Sdng,BrkFace,1050.0,Gd,Gd,CBlock,TA,No,GLQ,Unf,GasA,1,3,1,Gd,9,Typ,1,RFn,3,864.0,TA,TA,Y,140.0,150000.0,3938.0,31,3,86.0
126,2433,60,RL,9056.0,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Av,Unf,Unf,GasA,1,3,1,Gd,6,Typ,1,Fin,2,403.0,TA,TA,Y,100.0,178000.0,2121.0,2,2,35.0
127,2866,70,RL,12320.0,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,No,Unf,Unf,GasA,1,3,1,Gd,8,Typ,2,Unf,3,579.0,TA,TA,Y,0.0,199500.0,2246.0,74,1,104.0
128,2311,60,RL,8238.0,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,No,GLQ,Unf,GasA,1,3,1,TA,6,Typ,1,Fin,2,400.0,TA,TA,Y,421.0,183500.0,2338.0,9,3,72.0
129,1551,80,RM,6000.0,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,SLvl,5,5,Hip,CompShg,HdBoard,Plywood,None,0.0,Fa,TA,CBlock,TA,Mn,Rec,Unf,GasA,1,3,1,TA,7,Mod,1,Unf,1,288.0,TA,TA,Y,0.0,126000.0,2280.0,41,1,280.0
130,1049,120,RL,2529.0,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,1Story,7,6,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,TA,No,ALQ,Unf,GasA,1,2,1,TA,4,Typ,0,Unf,2,440.0,TA,TA,Y,0.0,148500.0,2110.0,31,2,38.0
131,657,60,RL,10800.0,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,7,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,BrkTil,TA,No,Unf,Unf,GasA,1,4,1,Gd,7,Typ,0,Unf,2,720.0,TA,TA,Y,187.0,149000.0,2028.0,70,2,128.0
132,414,160,RL,2349.0,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,5,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,TA,No,ALQ,Unf,GasA,1,3,1,TA,6,Typ,1,Unf,2,440.0,TA,TA,Y,0.0,137900.0,2311.0,32,2,28.0
133,1181,120,RL,10846.0,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,Gable,CompShg,BrkFace,BrkFace,None,0.0,Gd,TA,PConc,TA,Gd,GLQ,Unf,GasA,1,1,1,Gd,6,Typ,2,Fin,2,473.0,TA,TA,Y,122.0,324000.0,3438.0,15,3,30.0
135,1040,160,RM,1680.0,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,359.0,TA,TA,CBlock,TA,No,LwQ,Unf,GasA,1,2,1,TA,5,Typ,0,Unf,1,264.0,TA,TA,Y,52.0,103400.0,1470.0,35,2,0.0
137,1720,120,RL,4590.0,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,108.0,Gd,TA,PConc,Gd,Mn,GLQ,Unf,GasA,1,2,1,Gd,6,Typ,1,RFn,2,627.0,TA,TA,Y,156.0,209500.0,3108.0,1,2,73.0
140,19,20,RL,19138.0,Reg,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,No,LwQ,Unf,GasA,1,2,1,TA,4,Typ,0,Unf,2,400.0,TA,TA,Y,0.0,141000.0,1728.0,59,1,0.0
141,2438,60,RL,8658.0,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,No,ALQ,Unf,GasA,1,3,1,TA,9,Typ,1,Fin,2,431.0,TA,TA,Y,0.0,215000.0,2871.0,6,2,0.0
142,89,20,RL,6897.0,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,8,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,TA,No,ALQ,Unf,GasA,1,3,1,TA,6,Typ,0,Unf,1,260.0,TA,TA,Y,0.0,127000.0,2080.0,48,2,104.0
143,240,20,RL,9525.0,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,Av,BLQ,Unf,GasA,1,3,1,TA,5,Typ,0,Fin,1,366.0,TA,TA,Y,240.0,128000.0,2344.0,56,2,0.0
144,105,20,FV,12853.0,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Po,No,GLQ,Unf,GasA,1,1,1,Gd,6,Typ,1,RFn,3,852.0,TA,TA,Y,160.0,267916.0,3060.0,0,2,416.0
145,2020,50,RM,6240.0,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Fa,No,LwQ,Unf,GasA,1,3,1,TA,6,Typ,1,Unf,1,560.0,TA,TA,Y,0.0,127500.0,2251.0,76,1,120.0
147,1019,20,RL,12090.0,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,Gable,CompShg,MetalSd,MetalSd,BrkFace,210.0,TA,Gd,CBlock,TA,No,GLQ,LwQ,GasA,1,3,1,Gd,7,Typ,1,Fin,2,576.0,TA,TA,Y,276.0,175500.0,2844.0,27,2,0.0
148,2132,60,RL,8826.0,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,144.0,Gd,TA,PConc,TA,No,GLQ,Unf,GasA,1,3,1,Gd,7,Typ,1,Fin,2,486.0,TA,TA,Y,193.0,217500.0,2827.0,7,3,96.0
149,203,50,RM,8094.0,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Fa,CBlock,TA,No,Unf,Unf,GasA,1,4,1,TA,9,Typ,1,Unf,2,572.0,TA,TA,Y,160.0,149500.0,2850.0,95,1,364.0
150,420,20,RL,10710.0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,Hip,CompShg,HdBoard,HdBoard,BrkFace,165.0,Gd,TA,PConc,TA,No,BLQ,Unf,GasA,1,3,1,TA,5,Typ,1,RFn,2,656.0,TA,TA,Y,0.0,148800.0,1984.0,43,1,162.0
152,632,20,RL,8400.0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,3,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,No,ALQ,Rec,GasA,1,3,1,TA,6,Typ,2,RFn,2,442.0,TA,TA,Y,114.0,156500.0,2956.0,52,2,216.0
153,2800,60,RL,11250.0,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,PConc,Gd,Av,GLQ,Unf,GasA,1,4,1,Gd,8,Typ,1,RFn,2,610.0,TA,TA,Y,275.0,237000.0,2925.0,11,3,170.0
154,1885,20,RL,7535.0,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,No,BLQ,LwQ,GasA,1,2,1,TA,5,Typ,0,Fin,1,297.0,TA,TA,Y,12.0,120000.0,1824.0,49,1,285.0
155,1734,20,RL,12216.0,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,Av,GLQ,Unf,GasA,1,3,1,Gd,6,Typ,0,Fin,2,388.0,TA,TA,Y,120.0,203000.0,2652.0,2,3,23.0
156,2327,120,RL,3701.0,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,No,Unf,Unf,GasA,1,2,1,TA,5,Typ,0,RFn,2,461.0,TA,TA,Y,120.0,130000.0,2395.0,19,2,70.0
157,1282,60,RL,9760.0,Reg,Lvl,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,2Story,6,6,Gable,CompShg,HdBoard,HdBoard,BrkFace,360.0,TA,TA,CBlock,TA,Gd,GLQ,LwQ,GasA,1,4,1,TA,7,Typ,0,RFn,2,442.0,TA,TA,Y,328.0,167900.0,2391.0,44,2,317.0
158,2688,190,RL,9873.0,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,2fmCon,1Story,4,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,160.0,TA,TA,CBlock,TA,Av,ALQ,Unf,GasW,0,3,1,TA,6,Typ,0,Unf,2,576.0,TA,TA,Y,0.0,129000.0,1920.0,36,2,288.0
159,2581,20,RL,10011.0,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,HdBoard,HdBoard,BrkFace,64.0,TA,TA,CBlock,TA,No,BLQ,Unf,GasA,1,2,1,Gd,6,Min1,1,Unf,1,447.0,TA,TA,Y,0.0,134450.0,2306.0,49,1,0.0
160,2067,30,RL,25339.0,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,TA,No,Unf,Unf,GasA,1,3,1,Gd,7,Typ,0,Unf,2,576.0,TA,TA,N,0.0,112000.0,2232.0,89,2,112.0
161,2115,60,RL,8883.0,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,360.0,Gd,TA,PConc,TA,No,GLQ,LwQ,GasA,1,3,1,Gd,7,Typ,1,RFn,2,619.0,TA,TA,Y,108.0,207000.0,2802.0,19,3,192.0
163,1079,160,RL,2448.0,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,7,5,Gable,CompShg,VinylSd,Wd Shng,Stone,106.0,Gd,TA,PConc,TA,No,GLQ,Unf,GasA,1,2,1,Gd,6,Typ,0,RFn,2,474.0,TA,TA,Y,0.0,154000.0,2390.0,5,3,27.0
164,2615,20,RL,7100.0,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,No,GLQ,Unf,GasA,1,2,1,TA,5,Typ,0,Unf,1,308.0,TA,TA,Y,0.0,129900.0,1632.0,49,2,0.0
165,329,160,RM,2592.0,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,5,3,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,TA,No,Rec,BLQ,GasA,1,3,1,TA,4,Typ,0,Unf,1,336.0,TA,TA,Y,182.0,85000.0,1648.0,34,1,0.0
166,1320,50,RM,5700.0,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,7,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,No,Unf,Unf,GasA,1,2,1,TA,5,Typ,1,Unf,1,288.0,TA,TA,Y,0.0,116900.0,1683.0,82,1,176.0
167,416,160,RL,2289.0,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,6,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,TA,No,ALQ,Unf,GasA,1,3,1,TA,7,Typ,1,Unf,2,440.0,TA,TA,Y,28.0,148500.0,2296.0,31,2,0.0
168,284,190,RL,12180.0,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2fmCon,1.5Fin,4,4,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Fa,BrkTil,TA,No,BLQ,Unf,Grav,0,2,1,Fa,5,Typ,0,Unf,1,280.0,TA,TA,Y,0.0,80000.0,1596.0,69,2,0.0
169,1385,85,RL,7400.0,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,Av,LwQ,ALQ,GasA,1,2,1,TA,5,Typ,0,Unf,2,506.0,TA,TA,Y,178.0,152000.0,2186.0,24,2,0.0
170,275,20,RL,8842.0,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,No,Unf,Unf,GasA,1,3,1,TA,6,Typ,0,Unf,1,319.0,TA,TA,Y,60.0,155891.0,1373.0,56,1,56.0
171,2024,50,RL,8850.0,Reg,Bnk,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,Gd,PConc,TA,No,Unf,Unf,GasA,1,3,1,Gd,7,Typ,0,Unf,2,576.0,TA,TA,P,0.0,165000.0,2144.0,87,1,198.0
172,68,20,FV,9215.0,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,TA,No,Unf,Unf,GasA,1,2,1,Gd,4,Typ,0,RFn,2,676.0,TA,TA,Y,0.0,204500.0,2436.0,1,2,136.0
173,1910,70,RL,9480.0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,2Story,5,7,Gable,CompShg,MetalSd,MetalSd,Stone,224.0,TA,TA,CBlock,TA,No,LwQ,Unf,GasA,1,3,1,Gd,7,Typ,2,Unf,1,312.0,TA,TA,Y,168.0,146500.0,2372.0,65,1,0.0
